,ibns_20u,ibns_20u_9n,vgs_m1,ibn_settl_err,name,type,time,OK
0,21.18766,12.030719999999999,0.7109049,9156.940000000002,tran_LayGtVtAfsTl,Lay,Tue Jan 24 12:27:32 2023,False
1,22.35646,21.06336,0.6284555,1293.0999999999995,tran_LayGtVtAsfTl,Lay,Tue Jan 24 12:27:32 2023,False
2,22.32779,20.54916,0.639301,1778.629999999999,tran_LayGtVtAffTl,Lay,Tue Jan 24 12:27:32 2023,False
3,21.31844,14.070580000000001,0.6990655,7247.859999999998,tran_LayGtVtAssTl,Lay,Tue Jan 24 12:27:32 2023,False
4,21.260800000000003,16.18014,0.6003103,5080.660000000001,tran_LayGtVtAfsTh,Lay,Tue Jan 24 12:27:32 2023,False
5,22.342480000000002,21.367820000000002,0.511168,974.66,tran_LayGtVtAsfTh,Lay,Tue Jan 24 12:27:32 2023,False
6,22.32219,21.08449,0.5221536,1237.7,tran_LayGtVtAffTh,Lay,Tue Jan 24 12:27:32 2023,False
7,21.38248,17.260839999999998,0.5882803,4121.64,tran_LayGtVtAssTh,Lay,Tue Jan 24 12:27:32 2023,False
